bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,summary
2635,The Shining,Stephen King/Campbell Scott,4.22,743537009,9.78E+12,eng,16,357,107,08-02-2005,Simon & Schuster Audio,
2636,Stephen King: America's Best-Loved Boogeyman,George Beahm,3.78,836254279,9.78E+12,en-US,304,50,2,05-01-1998,Andrews McMeel Publishing,
2637,The Illustrated Stephen King Trivia Book,Brian James Freeman/Bev Vincent/Glenn Chadbourne,4.23,1587671166,9.78E+12,eng,404,22,5,05-01-2005,Cemetery Dance Publications,
2638,Gray Matter and Other Stories from Night Shift,Stephen King/John  Glover,3.93,055347183X,9.78E+12,eng,0,156,9,08-01-1993,Random House Audio,
2639,Cujo,Stephen King,3.71,307348245,9.78E+12,spa,432,197993,2816,06-06-2006,Plaza y Janés,
2640,Thinner,Richard Bachman/Stephen King,3.71,451190750,9.78E+12,eng,320,155020,1513,09-01-1996,Signet,
2641,Stephen King from A to Z: An Encyclopedia of His Life and Work,George Beahm,3.83,836269144,9.78E+12,eng,251,53,2,3/31/1999,Andrews McMeel Publishing,
2642,Black House (The Talisman  #2),Stephen King/Peter Straub,4.01,034547063X,9.78E+12,eng,688,46428,1220,9/30/2003,Ballantine Books,
2643,The Stephen King Universe: A Guide to the Worlds of the King of Horror,Stanley Wiater/Christopher Golden/Hank Wagner,4.15,1580631606,9.78E+12,en-US,478,6471,44,5/21/2001,Renaissance Books,
2644,Night Shift,Stephen King,4,451170113,9.78E+12,en-US,326,1290,84,02-01-1979,Signet,
2645,Misery,Stephen King,4.16,450417395,9.78E+12,eng,370,429510,7051,11-01-1988,New English Library,
2646,The Bachman Books,Richard Bachman/Stephen King,4.11,452277752,9.78E+12,eng,704,62529,494,10-01-1996,Plume,
2647,Carrie,Stephen King,3.96,671039725,9.78E+12,eng,253,2707,192,10-01-1999,Pocket Books,
2648,"Four Past Midnight: Featuring ""The Langoliers""",Stephen King,3.93,451185978,9.78E+12,eng,761,308,20,05-01-1995,Signet,
2649,Christine,Stephen King/Marie Milpois,3.77,2253147699,9.78E+12,fre,411,178403,2088,6/13/2001,LGF,
2650,Sam Walton: Made In America,Sam Walton/John Huey,4.15,553562835,9.78E+12,eng,346,14157,610,06-01-1993,Bantam,
2651,The Road to Reality: A Complete Guide to the Laws of the Universe,Roger Penrose,4.11,679776311,9.78E+12,eng,1099,6164,142,01-09-2007,Vintage,
2652,The Paradox of Choice: Why More Is Less,Barry Schwartz,3.85,60005696,9.78E+12,eng,265,25312,1223,1/18/2005,Harper Perennial,
2653,Coach: Lessons on the Game of Life,Michael   Lewis,3.82,393060918,9.78E+12,en-US,96,1502,167,4/17/2005,W. W. Norton  Company,
2654,Losers: The Road to Everyplace But the White House,Michael   Lewis,3.87,679768092,9.78E+12,en-US,320,235,19,7/28/1998,Vintage,
2655,Next: The Future Just Happened,Michael   Lewis,3.67,393323528,9.78E+12,en-US,240,1317,106,5/17/2002,W. W. Norton  Company,
2656,The Ends of the Earth: A Journey to the Frontiers of Anarchy,Robert D. Kaplan,4.12,679751238,9.78E+12,eng,496,1278,74,1/28/1997,Vintage,
2657,Salvation to the Ends of the Earth: A Biblical Theology of Mission (New Studies in Biblical Theology (InterVarsity Press)  #11),Andreas J. Köstenberger/Peter T. O'Brien,3.93,851115195,9.78E+12,eng,351,93,8,01-01-2001,Inter Varsity Press,
2658,The Ends Of The Earth: A Journey At The Dawn Of The 21st Century,Robert D. Kaplan,4.12,679431489,9.78E+12,eng,476,10,3,2/27/1996,Random House  Inc.,
2659,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,4.19,375758259,9.78E+12,eng,264,20145,530,10-09-2001,Random House Trade Paperbacks,
2660,When Genius Failed: The Rise And Fall Of Long Term Capital Management,Roger Lowenstein,4.19,1841155047,9.78E+12,eng,275,247,13,06-01-2009,Fourth Estate,
2661,The Secret of Fantasy Forest (Sweet Valley Kids #67),Francine Pascal/Molly Mia Stewart/Ying-Hwa Hu,3.94,553483323,9.78E+12,eng,96,54,2,09-01-1996,Sweet Valley,
2662,Pearl and Wagner: Three Secrets,Kate McMullan/Janet Allison Brown/R.W. Alley,3.84,803725744,9.78E+12,eng,48,60,7,5/24/2004,Dial,
2663,A History of Britain: The Fate Of Empire 1776-2000 (A History of Britain  #3),Simon Schama,4.06,786868996,9.78E+12,en-US,576,675,41,12/18/2002,Miramax Books,
2664,The Devil in the White City Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,385602057,9.78E+12,eng,464,22,6,03-03-2003,Doubleday,
2665,O Historiador,Elizabeth Kostova,3.78,857302710X,9.79E+12,por,544,43,3,8/19/2005,Suma de Letras Brasileiras,
2666,Kim,Rudyard Kipling/Jeffrey Meyers,3.72,1593081928,9.78E+12,eng,286,398,63,12/15/2003,Barnes  Noble Classics,
2667,Birds Without Wings,Louis de Bernières,4.16,436205491,9.78E+12,eng,640,48,8,07-01-2004,Secker,
2668,God Knows,Joseph Heller,3.8,684841258,9.78E+12,eng,368,2992,163,11-12-1997,Simon  Schuster,
2669,Picture This,Joseph Heller,3.68,684868199,9.78E+12,en-US,352,1219,67,3/24/2000,Simon  Schuster,
2670,Closing Time,Joseph Heller,3.02,743239806,9.78E+12,eng,464,106,9,07-01-2003,Simon & Schuster (Trade Division),
2671,Good as Gold,Joseph Heller,3.36,684839741,9.78E+12,eng,445,2631,100,11-12-1997,Simon  Schuster,
2672,Something Happened,Joseph Heller,3.52,684841215,9.78E+12,eng,576,6166,399,11-12-1997,Simon  Schuster,
2673,Archie Americana Series: Best of the Eighties  Vol. 1,George Gladir/John L. Goldwater/Steve Geppi/Michael I. Silberkleit,3.91,1879794063,9.78E+12,eng,96,61,1,6/26/2001,Archie Comics,
2674,The Moviegoer,Walker Percy,3.68,375701966,9.78E+12,eng,242,21634,1660,4/14/1998,Vintage Books USA,
2675,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire/Douglas Smith,3.53,60745908,9.78E+12,en-US,409,2828,459,03-02-2004,William Morrow Paperbacks,
2676,Wicked: Memorias de una bruja mala (Los años malvados  #1),Gregory Maguire/Claudia Conde,3.53,61351393,9.78E+12,spa,508,47,10,05-01-2007,Rayo,
2677,The Sword and the Shield: The Mitrokhin Archive & the Secret History of the KGB,Christopher M. Andrew/Vasili Mitrokhin,3.93,465003125,9.78E+12,en-US,736,1170,82,8/29/2000,Basic Books,
2678,Lay Down My Sword And Shield (Hackberry Holland  #1),James Lee Burke,3.89,752842692,9.78E+12,eng,320,1680,117,09-04-2003,Orion,
2679,Sword and Shield,John Terra,4,1560764988,9.78E+12,eng,16,5,1,09-01-1992,TSR Inc.,
2680,A Year in the Merde,Stephen Clarke,3.54,1582346178,9.78E+12,en-US,276,11429,979,05-02-2006,Bloomsbury Publishing PLC,
2681,Merde!: The Real French You Were Never Taught at School,Geneviève/Michael    Heath,3.96,684854279,9.78E+12,eng,112,155,13,12-09-1998,Gallery Books,
2682,Merde Encore!: More of the Real French You Were Never Taught at School,Geneviève/Michael    Heath,3.96,684854287,9.78E+12,eng,104,46,1,12-09-1998,Gallery Books,
2683,Can't Wait to Get to Heaven,Fannie Flagg/Cassandra Campbell,3.91,1415930686,9.78E+12,eng,384,326,66,7/18/2006,Books on Tape,
2684,Green Hills of Africa,Ernest Hemingway/Edward Shenton,3.56,99460955,9.78E+12,eng,200,7290,387,03-04-2004,Vintage Classics,
2685,Across the River and into the Trees,Ernest Hemingway,3.33,684844648,9.78E+12,eng,272,5546,342,4/15/1998,Scribner,
2686,Hemingway: The Paris Years,Michael S. Reynolds,4.17,393318796,9.78E+12,eng,402,490,35,5/17/1999,W. W. Norton  Company,
2687,Adios Hemingway,Leonardo Padura/John King,3.72,184195795X,9.78E+12,eng,229,659,85,03-10-2006,Canongate U.S.,
2688,By-Line: Selected Articles and Dispatches of Four Decades,Ernest Hemingway/William M. White,3.96,684839059,9.78E+12,en-US,512,421,33,05-12-1998,Scribner,
2689,The Hemingway Women: Those Who Love Him - The Wives And Others,Bernice Kert,4.17,393318354,9.78E+12,eng,556,279,32,12/17/1998,W. W. Norton  Company,
2690,Hemingway: A Biography,Jeffrey Meyers,4,306808900,9.78E+12,eng,644,197,15,05-07-1999,Da Capo Press,
2691,The Sword of Straw (The Sangreal Trilogy  #2),Amanda Hemingway,3.81,345460804,9.78E+12,eng,336,138,8,3/28/2006,Del Rey,
2692,A Farewell to Arms,Ernest Hemingway/John Slattery,3.8,743564375,9.78E+12,eng,8,290,65,05-01-2006,Simon  Schuster Audio,
2693,The Big Rock Candy Mountain,Wallace Stegner,4.15,140139397,9.78E+12,eng,563,6187,669,03-01-1991,Penguin,
2694,Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,Wallace Stegner/Bernard DeVoto,4.07,140159940,9.78E+12,eng,438,3010,244,03-01-1992,Penguin Books,
2695,All the Little Live Things,Wallace Stegner,4.09,140154418,9.78E+12,eng,345,2595,350,12-01-1991,Penguin Books,
2696,Where the Bluebird Sings to the Lemonade Springs,Wallace Stegner/T.H. Watkins,4.1,375759328,9.78E+12,eng,234,1553,113,04-09-2002,Modern Library,
2697,Wallace Stegner: His Life and Work,Jackson J. Benson,4.19,140247963,9.78E+12,eng,496,88,8,11-01-1997,Penguin Books,
2698,Letters of E.B. White,E.B. White/Dorothy Lobrano Guth/Martha White/John Updike,4.13,60757086,9.78E+12,eng,736,694,39,11/28/2006,Harper,
2699,Here Is New York,E.B. White/Roger Angell/Barbara Cohen/Judith Stonehill,4.3,1892145022,9.78E+12,eng,58,5379,544,01-01-2000,Little Bookroom,
2700,Charlotte's Web,E.B. White/Garth Williams,4.17,61228745,9.78E+12,eng,179,7,1,11-01-2006,HarperEntertainment,
2701,Che Guevara: A Revolutionary Life,Jon Lee Anderson/José Hernández/Leena Nivala,4.12,802135587,9.78E+12,eng,814,15468,548,03-09-1998,Grove Press (NYC),
2702,Gatsby's Girl,Caroline Preston,3.54,618537252,9.78E+12,en-US,312,863,121,05-01-2006,Houghton Mifflin Harcourt,
2703,In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,Allan C. Weisbecker,3.89,1585421774,9.78E+12,eng,352,2246,166,9/16/2002,TarcherPerigee,
2704,Pipe Dream (Strivers Row),Solomon Jones,3.97,375756604,9.78E+12,eng,341,139,17,7/31/2001,Villard,
2705,The Pleasure of My Company,Steve Martin,3.78,786888016,9.78E+12,eng,176,13257,1240,10-06-2004,Hachette Books,
2706,Shopgirl,Steve Martin,3.43,786891076,9.78E+12,eng,130,30067,2166,01-01-2000,Hachette Books,
2707,The Mutineer: Rants  Ravings  and Missives from the Mountaintop  1977-2005,Hunter S. Thompson,4.08,684873176,9.78E+12,eng,752,84,4,03-01-2013,Simon & Schuster,
2708,Generation of Swine: Tales of Shame and Degradation in the '80's,Hunter S. Thompson,3.78,743250443,9.78E+12,eng,336,5980,171,11-06-2003,Simon  Schuster,
2709,The Gonzo Way: A Celebration of Dr. Hunter S. Thompson,Anita Thompson,3.96,1555916228,9.78E+12,en-US,112,1052,36,07-01-2007,Fulcrum Publishing,
2710,The Proud Highway: Saga of a Desperate Southern Gentleman  1955-1967,Hunter S. Thompson/Douglas Brinkley,4.14,345377966,9.78E+12,eng,720,2961,116,04-07-1998,Ballantine Books,
2711,Einstein: His Life and Universe,Walter Isaacson,4.11,743264738,9.78E+12,eng,675,113315,2833,04-10-2007,Simon  Schuster,
2712,The Wise Men: Six Friends and the World They Made,Walter Isaacson/Evan Thomas,4.07,684837714,9.78E+12,eng,864,2664,78,06-04-1997,Simon & Schuster,
2713,Kissinger,Walter Isaacson,3.94,743286979,9.78E+12,eng,896,2507,140,9/27/2005,Simon  Schuster,
2714,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,4.16,385496095,9.78E+12,eng,275,39822,2297,2/15/2000,Anchor,
2715,Where Rainbows End,Cecelia Ahern,3.94,7189958,9.78E+12,eng,454,652,109,11-08-2004,HarperCollins,
2716,Irish Girls Are Back in Town,Cecelia Ahern/Patricia Scanlan/Gemma O'Connor/Sarah Webb/Maeve Binchy/Marian Keyes/Morag Prunty/Cathy Kelly/Colette Caddle/Marita Conlon-McKenna/Martina Devlin/Clare Dowling/Catherine Foley/Aine Greaney/Suzanne Higgins/Rosaleen Linehan/Joan O'Neill/Julie Parsons/Deirdre Purcell/Martina Reilly/Mary Ryan/Annie Sparrow/Una Brankin,3.74,743499263,9.78E+12,eng,384,805,36,03-01-2005,Gallery Books,
2717,There's No Place Like Here,Cecelia Ahern,3.67,1401301886,9.78E+12,eng,340,1926,314,09-04-2007,Hachette Books,
2718,Final Rain (The Survivalist  #19),Jerry Ahern,3.69,821726846,9.78E+12,eng,220,95,4,06-01-1989,Zebra,
2719,The Pursuit of Happyness,Chris Gardner,4.19,60744871,9.78E+12,eng,320,21292,756,10/24/2006,Amistad,
2720,Harvesting the Heart,Jodi Picoult,3.6,140230270,9.78E+12,eng,453,39611,2473,04-01-1995,Penguin Books,
2721,The Tenth Circle,Jodi Picoult,3.5,074349671X,9.78E+12,eng,416,108646,5039,10/24/2006,Allen & Ulwin,
2722,Mercy,Jodi Picoult,3.58,743422449,9.78E+12,eng,400,42046,2564,04-01-2001,Washington Square Press,
2723,Picture Perfect,Jodi Picoult,3.54,425185508,9.78E+12,eng,369,46383,2502,07-02-2002,Berkley,
2724,Songs of the Humpback Whale,Jodi Picoult,3.2,743431014,9.78E+12,eng,346,27590,1838,10-01-2001,Washington Square Press,
2725,Salem Falls,Jodi Picoult,3.82,743418719,9.78E+12,eng,434,67431,3066,08-01-2002,Washington Square Press,
2726,The Pact,Jodi Picoult,4.01,61150142,9.78E+12,eng,512,244774,8841,8/29/2006,Avon,
2727,Cold Mountain,Charles Frazier,3.86,802142842,9.78E+12,eng,356,208001,4972,09-01-2006,Grove Press,
2728,The Collected Songs of Cold Mountain,Hanshan/Red Pine/John Blofeld,4.41,1556591403,9.78E+12,eng,320,685,36,06-01-2000,Copper Canyon Press,
2729,For One More Day,Mitch Albom,4.1,1401303277,9.78E+12,eng,197,113593,6830,9/26/2006,Hachette Books,
2730,Just One More Day: A Memoir,Susan    Lewis,3.98,99486830,9.78E+12,eng,340,180,25,01-05-2006,Arrow Books,
2731,Ya Sé Que Te Quiero,Billy Crystal/Elizabeth Sayles,4.19,60845988,9.78E+12,spa,40,0,0,04-11-2006,Rayo,
2732,Absolutely Mahvelous,Billy Crystal/Dick Schaap,3.79,399512462,9.78E+12,eng,128,24,2,7/18/1986,Perigee Trade,
2733,The Last Innocent Man,Phillip Margolin,3.91,60739681,9.78E+12,eng,352,1667,57,1/25/2005,HarperTorch,
2734,Outlander (Outlander  #1),Diana Gabaldon,4.23,440242940,9.78E+12,eng,850,673350,34690,7/26/2005,Dell Publishing Company,
2735,A Breath of Snow and Ashes (Outlander  #6),Diana Gabaldon,4.44,385340397,9.78E+12,eng,980,105950,3992,8/29/2006,Delta,
2736,Outlander - The Exile of Sharad Hett (Star Wars: Ongoing  Volume 2),Timothy Truman/Rick Leonardi/Tom Raney/Al Rio,3.43,1569715149,9.78E+12,eng,144,126,17,4/18/2001,Dark Horse,
2737,The Fiery Cross (Outlander  #5),Diana Gabaldon/Janos Farkas,4.27,440221668,9.78E+12,eng,1443,128901,5294,8/30/2005,Dell,
2738,Refuge (Outlanders  #36),James Axler,3.93,373638493,9.78E+12,eng,346,5,0,2/14/2006,Gold Eagle,
2739,Outlander,Matt Keefe,3.85,184416411X,9.78E+12,eng,254,54,5,12/26/2006,Games Workshop(uk),
2740,Hydra's Ring (Outlanders  #39),James Axler,3.88,373638523,9.78E+12,eng,348,25,2,11-01-2006,Gold Eagle,
2741,Omega Path (Outlanders  #4),James Axler,3.87,373638175,9.78E+12,en-US,352,80,2,1/23/1998,Gold Eagle,
2742,Savage Sun (Outlanders  #3),James Axler,3.84,373638167,9.78E+12,en-US,352,95,3,10/24/1997,Gold Eagle,
2743,As I Lay Dying,William Faulkner/E.L. Doctorow,3.71,375504524,9.78E+12,eng,231,1003,101,1/25/2001,Modern Library,
2744,Novels  1926-1929,William Faulkner/Noel Polk/Joseph Blotner,4.42,1931082898,9.78E+12,eng,1180,199,13,04-06-2006,Library of America,
2745,Light in August,William Faulkner,3.94,679732268,9.78E+12,eng,507,47794,1920,1/30/1991,Vintage,
2746,Novels 1942–1954: Go Down  Moses / Intruder in the Dust / Requiem for a Nun / A Fable,William Faulkner/Noel Polk/Joseph Blotner,4.44,940450852,9.78E+12,eng,1110,90,7,10-01-1994,Library of America,
2747,Selected Short Stories,William Faulkner,4.09,679424784,9.78E+12,eng,320,1017,64,5/18/1993,Modern Library,
2748,Three Famous Short Novels: Spotted Horses Old Man the Bear,William Faulkner,3.86,394701496,9.78E+12,eng,320,1457,117,02-12-1958,Vintage Books,
2749,The Town,William Faulkner,4.1,394701844,9.78E+12,eng,371,1253,68,02-12-1961,Vintage Books,
2750,Voyager (Outlander  #3),Diana Gabaldon,4.39,385335997,9.78E+12,eng,870,198818,8130,08-07-2001,Delta,
2751,Drums of Autumn (Outlander  #4),Diana Gabaldon,4.35,385335989,9.78E+12,eng,880,141771,5455,08-07-2001,Delta,
2752,The Outlandish Companion: Companion to Outlander  Dragonfly in Amber  Voyager  and Drums of Autumn,Diana Gabaldon,4.08,385324138,9.78E+12,eng,577,11433,478,6/29/1999,Delacorte Press,
2753,Lord John and the Private Matter (Lord John Grey  #1),Diana Gabaldon,3.7,770429459,9.78E+12,eng,368,32446,1345,10-04-2005,Seal,
2754,Cross Stitch (Outlander  #1),Diana Gabaldon,4.23,99911701,9.78E+12,eng,864,2384,323,03-03-1994,Arrow Books,
2755,The Eight,Katherine Neville,3.91,345419081,9.78E+12,eng,624,536,60,6/23/1997,Ballantine Books,
2756,Your Eight Year Old: Lively and Outgoing,Louise Bates Ames/Frances L. Ilg/Carol C. Haber/Betty David,3.86,440506816,9.78E+12,eng,160,183,26,03-01-1990,Dell,
2757,Eight Mindful Steps to Happiness: Walking the Buddha's Path,Henepola Gunaratana,4.3,861711769,9.78E+12,eng,288,1103,50,6/15/2001,Wisdom Publications,
2758,Eight Men Out: The Black Sox and the 1919 World Series,Eliot Asinof/Stephen Jay Gould,4.03,805065377,9.78E+12,en-US,336,8614,242,05-01-2000,Holt Paperbacks,
2759,Eleven on Top (Stephanie Plum  #11),Janet Evanovich,4.16,312985347,9.78E+12,eng,321,91695,1731,6/20/2006,St. Martin's Press,
2760,El Clan Del Oso Cavernario,Jean M. Auel/Leonor Tejada Conde-Pelayo,4.05,9684581149,9.79E+12,spa,548,176,12,09-01-1981,Lasser Press,
2761,The Portable James Joyce,James Joyce/Harry Levin,4.17,517618877,9.78E+12,eng,762,20,3,8/20/1986,Random House Value Publishing/TheViking Press,
2762,Dubliners,James Joyce/Jeri Johnson/Thiên Lương,3.85,192839993,9.78E+12,eng,207,91755,3246,3/15/2001,Oxford University Press,
2763,Finnegans Wake,James Joyce,3.67,571217354,9.78E+12,eng,628,9780,591,11-04-2002,Faber & Faber,
2764,Purity of Blood (Adventures of Captain Alatriste  #2),Arturo Pérez-Reverte/Margaret Sayers Peden,3.75,452287987,9.78E+12,eng,268,3240,130,11/28/2006,Plume,
2765,Barnaby Rudge,Charles Dickens/John Bowen/Hablot Knight Browne,3.81,140437282,9.78E+12,eng,744,8156,366,2/27/2003,Penguin Books,
2766,No me cogeréis vivo: artículos 2001-2005,Arturo Pérez-Reverte,4.16,8420469432,9.79E+12,spa,537,199,5,11-10-2005,Alfaguara,
2767,The Flanders Panel,Arturo Pérez-Reverte/Margaret Jull Costa,3.79,156029588,9.78E+12,eng,295,12998,589,06-07-2004,Mariner Books,
2768,The Seville Communion,Arturo Pérez-Reverte/Sonia Soto,3.68,156029812,9.78E+12,eng,400,3912,209,06-07-2004,Mariner Books,
2769,Little Birds,Anaïs Nin,3.72,156029049,9.78E+12,eng,148,7888,366,02-02-2004,Mariner Books,
2770,The Diary of Anaïs Nin  Vol. 2: 1934-1939,Anaïs Nin/Gunther Stuhlmann,4.18,156260263,9.78E+12,eng,372,1775,47,3/25/1970,Mariner Books,
2771,"Henry and June: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1931-1932",Anaïs Nin,3.9,015640057X,9.78E+12,eng,304,8311,449,10/29/1990,Mariner Books,
2772,House of Incest,Anaïs Nin/Val Telberg,3.8,804001480,9.78E+12,eng,72,1843,143,02-01-1991,Swallow Press,
2773,The Diary of Anaïs Nin  Vol. 3: 1939-1944,Anaïs Nin/Gunther Stuhlmann,4.18,156260271,9.78E+12,eng,348,1392,40,3/24/1971,Mariner Books,
2774,The Spectator Bird,Wallace Stegner,3.99,140139400,9.78E+12,eng,214,4808,550,11-01-1990,Penguin,
2775,The Big Book of Boy Stuff,Bart King/Chris Sabatino,4.23,1586853333,9.78E+12,eng,292,147,25,07-01-2004,Gibbs Smith Publishers,
2776,The Boys of Everest: Chris Bonington and the Tragedy of Climbing's Greatest Generation,Clint Willis,3.86,786715790,9.78E+12,eng,535,452,36,9/14/2006,Carroll & Graf Publishers,
2777,Roald Dahl: The Storyteller (Famous Lives),Jason Hook,4.06,750244917,9.78E+12,eng,48,0,0,08-12-2004,Hodder Wayland,
2778,Les Nouvelles Recettes irrésistibles de Roald Dahl,Roald Dahl/Quentin Blake,4.14,2070536289,9.78E+12,fre,64,0,0,9/18/2002,Gallimard Jeunesse,
2779,Relatos de lo inesperado,Roald Dahl/Carmelina Payá/Antonio Samons,4.18,8433920863,9.79E+12,spa,320,387,30,6/30/2016,Anagrama,
2780,Konfetti Ungemütliches + Ungezogenes,Roald Dahl,3.59,3499158477,9.78E+12,ger,123,27,1,01-02-1987,Rowohlt Taschenbuch Verlag GmbH,
2781,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,3.87,767915305,9.78E+12,eng,272,19422,2077,06-08-2004,Broadway Books,
2782,The Read-Aloud Handbook,Jim Trelease,4.41,143037390,9.78E+12,eng,432,4357,707,7/25/2006,Penguin Books,
2783,The Working Poor: Invisible in America,David K. Shipler,4.03,375708219,9.78E+12,eng,352,4929,369,01-04-2005,Vintage,
2784,First Comes Love (Hot Water  California #1),Christie Ridgway,3.81,380818957,9.78E+12,en-US,384,1051,47,01-01-2002,Avon Books,
2785,Eat Right 4 Your Type,Peter J. D'Adamo/Catherine Whitney,3.57,071267716X,9.78E+12,en-US,375,186,16,04-02-1998,Century,
2786,The Annotated Gulliver's Travels,Jonathan Swift/Isaac Asimov,3.57,517539497,9.78E+12,eng,298,57,9,10/29/1980,Random House Value Publishing,
2787,The Chronicles of Narnia CD Box Set,C.S. Lewis/Kenneth Branagh,4.26,694524751,9.78E+12,eng,31,202,24,10/26/2004,HarperFestival,
2788,The Chronicles of Narnia (The Chronicles of Narnia  #1-7),C.S. Lewis/Pauline Baynes,4.26,60765453,9.78E+12,eng,766,1131,53,10/15/2005,HarperEntertainment,
2789,Mere Christianity,C.S. Lewis/Kathleen Norris,4.32,60652926,9.78E+12,eng,227,7665,664,4/21/2015,HarperOne,
2790,The Screwtape Letters,C.S. Lewis,4.22,60652896,9.78E+12,eng,224,116834,4746,03-06-2001,HarperCollins,
2791,The Screwtape Letters/Book & Study Guide,C.S. Lewis,4.22,800783360,9.78E+12,en-US,172,96,12,01-01-1976,Fleming H Revell Co,
2792,Four Mothers,Shifra Horn/Dalya Bilu,3.69,312263236,9.78E+12,eng,276,204,28,06-10-2000,Picador,
2793,Four Mothers at Chautuaqua,Pansy/Isabella MacDonald Alden,4.04,842331913,9.78E+12,eng,265,28,1,4/30/1997,Living Books,
2794,The Trial of God: (as it was held on February 25  1649  in Shamgorod),Elie Wiesel/Robert McAfee Brown/Matthew Fox,4.14,805210539,9.78E+12,eng,208,957,72,11/14/1995,Schocken,
2795,Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,Edward J. Larson/Brian Troxell,3.9,674854292,9.78E+12,eng,318,1458,108,11/15/1998,Harvard University Press,
2796,Dawn (The Night Trilogy  #2),Elie Wiesel/Frances Frenaye,3.87,809037726,9.78E+12,eng,81,12576,975,3/21/2006,Hill & Wang,
2797,The Forgotten,Elie Wiesel/Stephen Becker,3.94,805210199,9.78E+12,eng,320,503,36,1/31/1995,Schocken Books Inc,
2798,Day (The Night Trilogy  #3),Elie Wiesel/Anne Borchardt,3.84,809023091,9.78E+12,eng,109,7332,465,3/21/2006,Hill and Wang,
2799,All Rivers Run to the Sea,Elie Wiesel,4.15,805210288,9.78E+12,eng,464,954,63,10/22/1996,Schocken,
2800,Father Hunger: Fathers  Daughters  and the Pursuit of Thinness,Margo Maine/Craig  Johnson,3.57,936077492,9.78E+12,eng,288,15,1,9/30/2004,Gürze Books,
2801,Father Hunger: Fathers  Daughters & Food,Margo Maine/Craig L. Johnson,3.57,936077093,9.78E+12,eng,254,56,5,09-01-2003,Gurze Books,
2802,Bold Land  Bold Love (Australian Trilogy  #1),Connie Mason,3.83,505522748,9.78E+12,eng,469,225,16,08-01-1998,Love Spell,
2803,Leading with a Limp: Turning Your Struggles Into Strengths,Dan B. Allender,4.04,1578569508,9.78E+12,eng,206,506,52,5/16/2006,Waterbrook Press,
2804,Something to Declare,Julia Alvarez,3.99,452280672,9.78E+12,en-US,300,726,50,09-01-1999,Plume Books,
2805,How the García Girls Lost Their Accents,Julia Alvarez,3.63,452287073,9.78E+12,eng,304,18032,1144,10-04-2005,Plume,
2806,Kesey's One Flew Over the Cuckoo's Nest (Cliffs Notes),Bruce Edward Walker/Ken Kesey/CliffsNotes,4.17,764586629,9.78E+12,eng,112,22,3,12-11-2000,Cliffs Notes,
2807,One Flew Over the Cuckoo's Nest,Ken Kesey,4.2,451137094,9.78E+12,eng,272,1120,104,02-01-1963,Signet,
2808,The Sea  The Sea,Iris Murdoch/Mary Kinzie,3.92,014118616X,9.78E+12,eng,528,13010,771,03-01-2001,Penguin Books Ltd,
2809,Existentialists and Mystics: Writings on Philosophy and Literature,Iris Murdoch/George Steiner/Peter J. Conradi,4.1,140264922,9.78E+12,eng,576,184,18,07-01-1999,Penguin,
2810,A Fairly Honourable Defeat,Iris Murdoch/Peter Reed,3.93,141186178,9.78E+12,eng,432,1417,115,03-01-2001,Penguin Classics,
2811,The Unicorn,Iris Murdoch,3.63,014002476X,9.78E+12,eng,270,1846,159,01-06-1987,Penguin Books,
2812,Bruno's Dream,Iris Murdoch,3.76,140031766,9.78E+12,eng,320,604,48,11/18/1976,Penguin Books,
2813,Mystical Paths (Starbridge  #5),Susan Howatch,4.23,6496873,9.78E+12,eng,576,1045,38,07-01-1996,HarperCollins Publishers,
2814,Glittering Images (Starbridge  #1),Susan Howatch,4.07,000649689X,9.78E+12,eng,512,2043,209,7/22/1996,Fontana,
2815,Scandalous Risks,Susan Howatch,4.2,6496903,9.78E+12,eng,480,1114,43,7/22/2009,Harper,
2816,Glamorous Powers (Starbridge  #2),Susan Howatch,4.19,000649692X,9.78E+12,en-GB,512,1493,69,7/22/1996,HarperCollins,
2817,A Severed Head,Iris Murdoch,3.73,140020039,9.78E+12,eng,204,3682,319,11/18/1976,Penguin Books,
2818,Absolute Truths (Starbridge  #6),Susan Howatch,4.34,517170779,9.78E+12,eng,672,1066,52,8/14/1996,Random House Value Publishing,
2819,The Shrouded Walls,Susan Howatch,3.4,751533939,9.78E+12,eng,224,305,31,12/31/2010,Sphere,
2820,Waiting Sands,Susan Howatch,3.43,751533114,9.78E+12,eng,192,314,14,03-01-2003,Little  Brown Book Group,
2821,The Hollow Man,Dan Simmons,3.46,553563505,9.78E+12,en-US,342,2532,149,09-01-1993,Bantam Spectra,
